stockist_code,year,month,month_label,pdf_file_count,total_pages,single_page_pdf_count,multi_page_pdf_count,unreadable_pdf_count,page_1_count,page_2_count,page_3_count,page_4_plus_count,max_pages_in_a_pdf,avg_pages_per_pdf
10011428,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10011488,2026,1,2026-01,1,5,0,1,0,0,0,0,1,5,5.0
10011488,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10011488,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10011503,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10011538,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10011538,2026,1,2026-01,2,5,1,1,0,1,0,0,1,4,2.5
10011538,2026,2,2026-02,3,6,2,1,0,2,0,0,1,4,2.0
10011538,2026,3,2026-03,4,13,1,3,0,1,0,0,3,4,3.25
10011557,2026,1,2026-01,1,7,0,1,0,0,0,0,1,7,7.0
10011557,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10011586,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10011586,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10011586,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10011587,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10011587,2026,1,2026-01,2,9,0,2,0,0,0,0,2,5,4.5
10011587,2026,2,2026-02,2,9,0,2,0,0,0,0,2,5,4.5
10011587,2026,3,2026-03,2,9,0,2,0,0,0,0,2,5,4.5
10011595,2026,2,2026-02,1,19,0,1,0,0,0,0,1,19,19.0
10011598,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10011598,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10011610,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10011639,2025,12,2025-12,25,69,0,25,0,0,7,17,1,4,2.76
10011639,2026,1,2026-01,25,42,8,17,0,8,17,0,0,2,1.68
10011639,2026,2,2026-02,25,32,18,7,0,18,7,0,0,2,1.28
10011639,2026,3,2026-03,25,33,17,8,0,17,8,0,0,2,1.32
10011696,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10011696,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10011696,2026,3,2026-03,3,12,0,3,0,0,0,0,3,4,4.0
10011715,2025,12,2025-12,9,9,9,0,0,9,0,0,0,1,1.0
10011715,2026,1,2026-01,8,8,8,0,0,8,0,0,0,1,1.0
10011715,2026,2,2026-02,8,8,8,0,0,8,0,0,0,1,1.0
10011715,2026,3,2026-03,8,8,8,0,0,8,0,0,0,1,1.0
10011731,2026,1,2026-01,3,8,0,3,0,0,1,2,0,3,2.67
10011731,2026,2,2026-02,3,8,0,3,0,0,1,2,0,3,2.67
10011731,2026,3,2026-03,2,6,0,2,0,0,0,2,0,3,3.0
10011800,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10011846,2025,12,2025-12,3,15,0,3,0,0,0,0,3,7,5.0
10011846,2026,1,2026-01,3,15,0,3,0,0,0,0,3,7,5.0
10011846,2026,2,2026-02,2,11,0,2,0,0,0,0,2,7,5.5
10011846,2026,3,2026-03,2,11,0,2,0,0,0,0,2,7,5.5
10011848,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10011848,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10011849,2026,2,2026-02,2,9,0,2,0,0,1,0,1,7,4.5
10011857,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10011873,2025,12,2025-12,1,5,0,1,0,0,0,0,1,5,5.0
10011873,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10011873,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10011992,2025,12,2025-12,1,7,0,1,0,0,0,0,1,7,7.0
10011992,2026,1,2026-01,1,7,0,1,0,0,0,0,1,7,7.0
10011992,2026,2,2026-02,1,7,0,1,0,0,0,0,1,7,7.0
10012623,2026,2,2026-02,2,22,0,2,0,0,0,1,1,19,11.0
10012627,2025,12,2025-12,2,4,0,2,0,0,2,0,0,2,2.0
10012627,2026,2,2026-02,1,11,0,1,0,0,0,0,1,11,11.0
10012627,2026,3,2026-03,1,11,0,1,0,0,0,0,1,11,11.0
10012629,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10012644,2026,2,2026-02,1,10,0,1,0,0,0,0,1,10,10.0
10012644,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10012645,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10012645,2026,2,2026-02,2,10,0,2,0,0,0,0,2,5,5.0
10012650,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10012650,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10012651,2026,1,2026-01,1,8,0,1,0,0,0,0,1,8,8.0
10012651,2026,2,2026-02,1,8,0,1,0,0,0,0,1,8,8.0
10012653,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10012653,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10012653,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10012669,2025,12,2025-12,10,10,10,0,0,10,0,0,0,1,1.0
10012669,2026,1,2026-01,5,5,5,0,0,5,0,0,0,1,1.0
10012669,2026,2,2026-02,14,14,14,0,0,14,0,0,0,1,1.0
10012669,2026,3,2026-03,5,5,5,0,0,5,0,0,0,1,1.0
10012674,2026,2,2026-02,3,3,3,0,0,3,0,0,0,1,1.0
10012674,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10012689,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10012693,2025,12,2025-12,3,6,0,3,0,0,3,0,0,2,2.0
10012693,2026,1,2026-01,3,6,0,3,0,0,3,0,0,2,2.0
10012693,2026,2,2026-02,2,4,0,2,0,0,2,0,0,2,2.0
10012697,2025,12,2025-12,6,6,6,0,0,6,0,0,0,1,1.0
10012697,2026,2,2026-02,6,6,6,0,0,6,0,0,0,1,1.0
10012697,2026,3,2026-03,5,5,5,0,0,5,0,0,0,1,1.0
10012700,2026,2,2026-02,1,10,0,1,0,0,0,0,1,10,10.0
10012705,2025,12,2025-12,3,9,1,2,0,1,1,0,1,6,3.0
10012705,2026,1,2026-01,8,16,4,4,0,4,3,0,1,6,2.0
10012705,2026,2,2026-02,13,26,8,5,0,8,3,0,2,6,2.0
10012705,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10012743,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10012745,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10012749,2025,12,2025-12,2,4,0,2,0,0,2,0,0,2,2.0
10012749,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10012749,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10012762,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10012807,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10012814,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10012834,2026,2,2026-02,22,28,18,4,0,18,2,2,0,3,1.27
10012839,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10012861,2026,2,2026-02,2,14,0,2,0,0,0,0,2,9,7.0
10012891,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10012893,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10012893,2026,3,2026-03,2,17,0,2,0,0,0,0,2,11,8.5
10012904,2025,12,2025-12,1,3,0,1,0,0,0,1,0,3,3.0
10012904,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10012904,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10012904,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10012907,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10012922,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10012922,2026,1,2026-01,3,5,2,1,0,2,0,1,0,3,1.67
10012922,2026,2,2026-02,3,5,2,1,0,2,0,1,0,3,1.67
10012924,2025,12,2025-12,1,3,0,1,0,0,0,1,0,3,3.0
10012924,2026,1,2026-01,3,9,0,3,0,0,0,3,0,3,3.0
10012929,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10012949,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10012950,2025,12,2025-12,6,15,3,3,0,3,0,0,3,4,2.5
10012950,2026,2,2026-02,1,10,0,1,0,0,0,0,1,10,10.0
10012955,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10012955,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10012960,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10012960,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10012963,2025,12,2025-12,2,31,0,2,0,0,0,0,2,22,15.5
10012963,2026,1,2026-01,2,31,0,2,0,0,0,0,2,22,15.5
10012963,2026,2,2026-02,5,34,3,2,0,3,0,0,2,22,6.8
10012963,2026,3,2026-03,3,32,1,2,0,1,0,0,2,22,10.67
10013006,2025,12,2025-12,2,2,2,0,0,2,0,0,0,1,1.0
10013011,2025,12,2025-12,2,4,0,2,0,0,2,0,0,2,2.0
10013011,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10013013,2026,1,2026-01,4,9,2,2,0,2,1,0,1,5,2.25
10013013,2026,2,2026-02,4,8,2,2,0,2,1,0,1,4,2.0
10013014,2025,12,2025-12,1,11,0,1,0,0,0,0,1,11,11.0
10013014,2026,1,2026-01,2,37,0,2,0,0,0,0,2,26,18.5
10013014,2026,2,2026-02,1,11,0,1,0,0,0,0,1,11,11.0
10013040,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10013054,2025,12,2025-12,2,4,0,2,0,0,2,0,0,2,2.0
10013054,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10013058,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10013058,2026,1,2026-01,6,6,6,0,0,6,0,0,0,1,1.0
10013058,2026,2,2026-02,2,8,1,1,0,1,0,0,1,7,4.0
10013058,2026,3,2026-03,1,7,0,1,0,0,0,0,1,7,7.0
10013064,2025,12,2025-12,1,11,0,1,0,0,0,0,1,11,11.0
10013068,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013073,2026,3,2026-03,3,14,1,2,0,1,0,1,1,10,4.67
10013082,2025,12,2025-12,1,3,0,1,0,0,0,1,0,3,3.0
10013082,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10013092,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10013092,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10013104,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10013113,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10013113,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10013125,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10013138,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10013138,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10013149,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10013158,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10013158,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10013171,2026,1,2026-01,6,9,5,1,0,5,0,0,1,4,1.5
10013171,2026,2,2026-02,8,8,8,0,0,8,0,0,0,1,1.0
10013171,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10013184,2025,12,2025-12,7,9,5,2,0,5,2,0,0,2,1.29
10013188,2025,12,2025-12,4,17,0,4,0,0,1,2,1,9,4.25
10013188,2026,1,2026-01,5,17,2,3,0,2,2,0,1,11,3.4
10013188,2026,2,2026-02,7,32,1,6,0,1,3,1,2,11,4.57
10013188,2026,3,2026-03,2,21,0,2,0,0,0,0,2,11,10.5
10013196,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10013202,2026,1,2026-01,2,4,1,1,0,1,0,1,0,3,2.0
10013202,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10013203,2025,12,2025-12,1,23,0,1,0,0,0,0,1,23,23.0
10013203,2026,1,2026-01,1,22,0,1,0,0,0,0,1,22,22.0
10013205,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10013208,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10013212,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10013212,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10013212,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10013212,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10013232,2026,1,2026-01,1,5,0,1,0,0,0,0,1,5,5.0
10013232,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10013236,2025,12,2025-12,2,3,1,1,0,1,1,0,0,2,1.5
10013236,2026,1,2026-01,2,3,1,1,0,1,1,0,0,2,1.5
10013236,2026,2,2026-02,2,3,1,1,0,1,1,0,0,2,1.5
10013236,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10013240,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10013240,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10013240,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10013243,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10013243,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10013247,2025,12,2025-12,1,7,0,1,0,0,0,0,1,7,7.0
10013252,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10013268,2026,1,2026-01,9,14,4,5,0,4,5,0,0,2,1.56
10013268,2026,3,2026-03,8,12,4,4,0,4,4,0,0,2,1.5
10013272,2026,1,2026-01,1,9,0,1,0,0,0,0,1,9,9.0
10013272,2026,2,2026-02,1,10,0,1,0,0,0,0,1,10,10.0
10013272,2026,3,2026-03,1,10,0,1,0,0,0,0,1,10,10.0
10013280,2025,12,2025-12,3,3,3,0,0,3,0,0,0,1,1.0
10013280,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10013280,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013280,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10013295,2025,12,2025-12,45,45,45,0,0,45,0,0,0,1,1.0
10013295,2026,1,2026-01,46,46,46,0,0,46,0,0,0,1,1.0
10013295,2026,2,2026-02,51,51,51,0,0,51,0,0,0,1,1.0
10013295,2026,3,2026-03,31,31,31,0,0,31,0,0,0,1,1.0
10013305,2026,2,2026-02,1,11,0,1,0,0,0,0,1,11,11.0
10013308,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10013308,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013313,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10013318,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10013319,2026,3,2026-03,1,11,0,1,0,0,0,0,1,11,11.0
10013326,2026,2,2026-02,1,15,0,1,0,0,0,0,1,15,15.0
10013334,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10013337,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10013337,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10013337,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013337,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10013339,2026,2,2026-02,6,6,6,0,0,6,0,0,0,1,1.0
10013339,2026,3,2026-03,3,3,3,0,0,3,0,0,0,1,1.0
10013340,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013345,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013357,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10013357,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10013357,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10013370,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013370,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10013372,2025,12,2025-12,1,3,0,1,0,0,0,1,0,3,3.0
10013372,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10013372,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10013374,2025,12,2025-12,1,9,0,1,0,0,0,0,1,9,9.0
10013374,2026,2,2026-02,1,9,0,1,0,0,0,0,1,9,9.0
10013374,2026,3,2026-03,1,9,0,1,0,0,0,0,1,9,9.0
10013376,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10013380,2026,2,2026-02,1,7,0,1,0,0,0,0,1,7,7.0
10013385,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10013392,2026,2,2026-02,1,19,0,1,0,0,0,0,1,19,19.0
10013399,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013399,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10013418,2025,12,2025-12,2,2,2,0,0,2,0,0,0,1,1.0
10013418,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10013418,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10013418,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10013428,2026,1,2026-01,2,2,2,0,0,2,0,0,0,1,1.0
10013428,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10013428,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10013433,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10013440,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10013440,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10013450,2025,12,2025-12,13,24,8,5,0,8,3,0,2,6,1.85
10013450,2026,1,2026-01,19,27,15,4,0,15,2,1,1,5,1.42
10013450,2026,2,2026-02,20,27,15,5,0,15,4,0,1,4,1.35
10013450,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10013459,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10013465,2025,12,2025-12,1,5,0,1,0,0,0,0,1,5,5.0
10013465,2026,1,2026-01,1,5,0,1,0,0,0,0,1,5,5.0
10013943,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10013943,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10013953,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10013953,2026,2,2026-02,2,4,0,2,0,0,2,0,0,2,2.0
10013954,2025,12,2025-12,6,6,6,0,0,6,0,0,0,1,1.0
10013954,2026,1,2026-01,6,6,6,0,0,6,0,0,0,1,1.0
10013954,2026,2,2026-02,9,9,9,0,0,9,0,0,0,1,1.0
10013954,2026,3,2026-03,4,4,4,0,0,4,0,0,0,1,1.0
10013986,2025,12,2025-12,13,18,8,5,0,8,5,0,0,2,1.38
10013986,2026,1,2026-01,7,11,3,4,0,3,4,0,0,2,1.57
10013986,2026,2,2026-02,15,21,9,6,0,9,6,0,0,2,1.4
10013986,2026,3,2026-03,4,6,2,2,0,2,2,0,0,2,1.5
10014009,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10014021,2026,1,2026-01,3,12,0,3,0,0,0,0,3,4,4.0
10014021,2026,2,2026-02,6,24,0,6,0,0,0,0,6,4,4.0
10014021,2026,3,2026-03,3,13,0,3,0,0,0,0,3,5,4.33
10014030,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10014040,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014040,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10014050,2025,12,2025-12,6,51,0,6,0,0,0,0,6,11,8.5
10014050,2026,1,2026-01,8,68,0,8,0,0,0,0,8,11,8.5
10014050,2026,2,2026-02,8,68,0,8,0,0,0,0,8,11,8.5
10014050,2026,3,2026-03,2,17,0,2,0,0,0,0,2,11,8.5
10014058,2026,1,2026-01,95,95,95,0,0,95,0,0,0,1,1.0
10014058,2026,2,2026-02,138,138,138,0,0,138,0,0,0,1,1.0
10014058,2026,3,2026-03,82,82,82,0,0,82,0,0,0,1,1.0
10014073,2026,2,2026-02,17,17,17,0,0,17,0,0,0,1,1.0
10014073,2026,3,2026-03,17,17,17,0,0,17,0,0,0,1,1.0
10014079,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10014079,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10014079,2026,2,2026-02,3,6,0,3,0,0,3,0,0,2,2.0
10014079,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10014085,2025,12,2025-12,82,86,78,4,0,78,4,0,0,2,1.05
10014085,2026,1,2026-01,82,86,78,4,0,78,4,0,0,2,1.05
10014085,2026,2,2026-02,112,117,107,5,0,107,5,0,0,2,1.04
10014085,2026,3,2026-03,41,43,39,2,0,39,2,0,0,2,1.05
10014086,2026,2,2026-02,16,20,13,3,0,13,2,1,0,3,1.25
10014086,2026,3,2026-03,15,17,13,2,0,13,2,0,0,2,1.13
10014092,2025,12,2025-12,2,11,1,1,0,1,0,0,1,10,5.5
10014092,2026,1,2026-01,2,11,1,1,0,1,0,0,1,10,5.5
10014092,2026,2,2026-02,2,11,1,1,0,1,0,0,1,10,5.5
10014096,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10014096,2026,1,2026-01,3,6,2,1,0,2,0,0,1,4,2.0
10014096,2026,2,2026-02,2,8,0,2,0,0,0,0,2,4,4.0
10014096,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10014122,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10014122,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10014124,2026,1,2026-01,12,12,12,0,0,12,0,0,0,1,1.0
10014124,2026,2,2026-02,29,29,29,0,0,29,0,0,0,1,1.0
10014124,2026,3,2026-03,8,8,8,0,0,8,0,0,0,1,1.0
10014137,2025,12,2025-12,6,6,6,0,0,6,0,0,0,1,1.0
10014137,2026,1,2026-01,4,4,4,0,0,4,0,0,0,1,1.0
10014137,2026,2,2026-02,6,6,6,0,0,6,0,0,0,1,1.0
10014137,2026,3,2026-03,4,4,4,0,0,4,0,0,0,1,1.0
10014140,2025,12,2025-12,2,2,2,0,0,2,0,0,0,1,1.0
10014141,2026,2,2026-02,2,5,0,2,0,0,1,1,0,3,2.5
10014152,2025,12,2025-12,2,4,0,2,0,0,2,0,0,2,2.0
10014152,2026,1,2026-01,5,10,0,5,0,0,5,0,0,2,2.0
10014152,2026,2,2026-02,4,8,0,4,0,0,4,0,0,2,2.0
10014152,2026,3,2026-03,2,4,0,2,0,0,2,0,0,2,2.0
10014153,2026,2,2026-02,10,10,10,0,0,10,0,0,0,1,1.0
10014153,2026,3,2026-03,11,11,11,0,0,11,0,0,0,1,1.0
10014157,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10014157,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10014172,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10014172,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10014173,2026,1,2026-01,2,24,0,2,0,0,0,0,2,17,12.0
10014192,2025,12,2025-12,1,12,0,1,0,0,0,0,1,12,12.0
10014192,2026,1,2026-01,1,12,0,1,0,0,0,0,1,12,12.0
10014192,2026,2,2026-02,1,12,0,1,0,0,0,0,1,12,12.0
10014192,2026,3,2026-03,1,12,0,1,0,0,0,0,1,12,12.0
10014197,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014200,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014200,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014200,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10014212,2026,2,2026-02,3,3,3,0,0,3,0,0,0,1,1.0
10014212,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10014218,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10014224,2026,1,2026-01,2,2,2,0,0,2,0,0,0,1,1.0
10014224,2026,2,2026-02,3,6,2,1,0,2,0,0,1,4,2.0
10014224,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10014226,2025,12,2025-12,2,16,0,2,0,0,0,0,2,8,8.0
10014226,2026,1,2026-01,2,13,0,2,0,0,0,0,2,8,6.5
10014226,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10014228,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014236,2026,1,2026-01,2,12,0,2,0,0,1,0,1,10,6.0
10014238,2026,2,2026-02,1,16,0,1,0,0,0,0,1,16,16.0
10014239,2026,1,2026-01,1,16,0,1,0,0,0,0,1,16,16.0
10014239,2026,2,2026-02,1,16,0,1,0,0,0,0,1,16,16.0
10014239,2026,3,2026-03,1,16,0,1,0,0,0,0,1,16,16.0
10014240,2026,2,2026-02,14,28,9,5,0,9,2,2,1,9,2.0
10014240,2026,3,2026-03,6,16,3,3,0,3,2,0,1,9,2.67
10014242,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10014243,2026,2,2026-02,2,40,0,2,0,0,0,0,2,20,20.0
10014245,2025,12,2025-12,1,11,0,1,0,0,0,0,1,11,11.0
10014245,2026,2,2026-02,6,50,4,2,0,4,0,0,2,23,8.33
10014259,2025,12,2025-12,1,9,0,1,0,0,0,0,1,9,9.0
10014259,2026,2,2026-02,1,8,0,1,0,0,0,0,1,8,8.0
10014259,2026,3,2026-03,1,9,0,1,0,0,0,0,1,9,9.0
10014261,2026,1,2026-01,3,21,0,3,0,0,2,0,1,17,7.0
10014261,2026,2,2026-02,19,81,3,16,0,3,12,1,3,17,4.26
10014261,2026,3,2026-03,11,37,7,4,0,7,2,0,2,19,3.36
10014262,2026,2,2026-02,2,34,0,2,0,0,0,0,2,17,17.0
10014263,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014264,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10014264,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10014271,2025,12,2025-12,1,11,0,1,0,0,0,0,1,11,11.0
10014271,2026,1,2026-01,1,10,0,1,0,0,0,0,1,10,10.0
10014271,2026,2,2026-02,1,10,0,1,0,0,0,0,1,10,10.0
10014279,2025,12,2025-12,2,6,0,2,0,0,1,0,1,4,3.0
10014285,2026,2,2026-02,1,9,0,1,0,0,0,0,1,9,9.0
10014306,2025,12,2025-12,1,16,0,1,0,0,0,0,1,16,16.0
10014306,2026,1,2026-01,1,16,0,1,0,0,0,0,1,16,16.0
10014306,2026,2,2026-02,1,16,0,1,0,0,0,0,1,16,16.0
10014306,2026,3,2026-03,1,16,0,1,0,0,0,0,1,16,16.0
10014311,2026,1,2026-01,1,34,0,1,0,0,0,0,1,34,34.0
10014311,2026,3,2026-03,1,34,0,1,0,0,0,0,1,34,34.0
10014318,2026,1,2026-01,3,12,2,1,0,2,0,0,1,10,4.0
